record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
3221,14397,Duronto,GKP,Gorakhpur,NDLS,New Delhi,2026-04-16,22:15,90,At Risk,Maintenance Work,743,66,5,Clear,25,591,58,Medium,0,0,1,98,Notify station control
3222,12648,Vande Bharat,NGP,Nagpur Junction,JP,Jaipur Junction,2026-09-07,00:30,18,Delayed,Platform Change,679,85,2,Clear,29,1283,37,Low,1,0,0,14,Monitor
3223,13228,Duronto,MAS,Chennai Central,GKP,Gorakhpur,2026-07-13,15:15,0,On Time,No Delay,1006,67,16,Clear,23,8116,22,Low,1,0,0,4,Monitor
3224,12352,Rajdhani,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-04-09,19:45,35,Delayed,Late Incoming Train,1392,86,15,Clear,39,4876,45,Medium,1,0,0,30,Notify station control
3225,14626,Superfast,ADI,Ahmedabad Junction,PNBE,Patna Junction,2026-07-15,02:15,0,On Time,No Delay,868,82,4,Rain,37,5619,26,Low,0,0,0,0,Monitor
3226,12112,Vande Bharat,NGP,Nagpur Junction,PNBE,Patna Junction,2026-05-26,02:30,10,Delayed,Maintenance Work,628,69,6,Clear,39,2633,25,Low,1,0,0,19,Monitor
3227,14295,Duronto,ADI,Ahmedabad Junction,PNBE,Patna Junction,2026-07-05,14:45,0,On Time,No Delay,641,100,15,Clear,37,6645,34,Low,1,1,0,9,Monitor
3228,12774,Intercity,SDAH,Sealdah,JP,Jaipur Junction,2026-09-19,02:45,8,Delayed,Crew Delay,259,50,2,Rain,28,9958,24,Low,0,0,0,8,Monitor
3229,12686,Superfast,PNBE,Patna Junction,BBS,Bhubaneswar,2026-04-11,23:00,25,At Risk,Track Obstruction,402,59,4,Cloudy,37,6592,29,Low,1,0,1,32,Monitor
3230,14660,Vande Bharat,BCT,Mumbai Central,BPL,Bhopal Junction,2026-08-25,21:15,0,On Time,No Delay,1023,75,17,Heavy Rain,24,332,34,Low,0,0,0,4,Monitor
3231,13284,Shatabdi,GKP,Gorakhpur,PUNE,Pune Junction,2026-09-13,07:45,0,On Time,No Delay,495,95,2,Clear,31,7589,32,Low,1,1,1,0,Monitor
3232,14030,Sampark Kranti,BBS,Bhubaneswar,VSKP,Visakhapatnam,2026-06-12,00:30,0,On Time,No Delay,942,63,5,Clear,29,4210,23,Low,0,0,1,0,Monitor
3233,12815,Vande Bharat,NDLS,New Delhi,GKP,Gorakhpur,2026-01-16,15:45,0,Completed,No Delay,1205,69,15,Clear,24,2744,28,Low,0,0,1,0,Monitor
3234,12548,Intercity,HWH,Howrah Junction,ALD,Prayagraj Junction,2026-03-06,21:30,75,At Risk,Signal Failure,530,72,18,Clear,34,360,51,Medium,0,0,1,70,Notify station control
3235,14011,Intercity,JP,Jaipur Junction,NGP,Nagpur Junction,2026-04-18,16:15,0,On Time,No Delay,916,62,6,Cloudy,41,6909,22,Low,0,0,0,10,Monitor
3236,12526,Jan Shatabdi,SBC,KSR Bengaluru City,KOTA,Kota Junction,2026-05-19,17:30,0,On Time,No Delay,1637,70,4,Cloudy,19,6777,26,Low,0,1,1,0,Monitor
3237,12922,Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,2026-03-14,08:45,0,On Time,No Delay,1312,100,15,Clear,14,5574,31,Low,0,1,0,9,Monitor
3238,14553,Express,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-02-24,01:00,30,At Risk,Track Obstruction,1206,65,3,Heatwave,36,7335,35,Low,1,0,0,26,Monitor
3239,14561,Express,CSTM,Mumbai CSMT,BBS,Bhubaneswar,2026-04-17,05:15,0,On Time,No Delay,275,84,1,Heatwave,34,4395,31,Low,0,0,0,8,Monitor
3240,13024,Duronto,PUNE,Pune Junction,CNB,Kanpur Central,2026-03-12,08:00,0,On Time,No Delay,518,78,9,Clear,24,6876,24,Low,0,0,0,0,Monitor
3241,12311,Vande Bharat,GKP,Gorakhpur,ADI,Ahmedabad Junction,2026-09-08,13:30,60,Delayed,Congestion,506,69,15,Clear,38,6681,46,Medium,1,0,1,68,Notify station control
3242,12077,Duronto,KOTA,Kota Junction,LKO,Lucknow Charbagh,2026-05-23,06:00,0,On Time,No Delay,1441,87,16,Cloudy,25,8345,26,Low,0,0,0,0,Monitor
3243,12931,Duronto,BPL,Bhopal Junction,HWH,Howrah Junction,2026-04-26,15:00,45,Delayed,Weather,1107,97,1,Heatwave,27,9725,51,Medium,1,1,0,43,Notify station control
3244,12975,Rajdhani,BCT,Mumbai Central,JP,Jaipur Junction,2026-09-01,06:00,12,Delayed,Platform Change,699,81,14,Clear,31,1184,32,Low,1,0,0,21,Monitor
3245,14280,Rajdhani,SDAH,Sealdah,BBS,Bhubaneswar,2026-01-08,18:45,0,On Time,No Delay,1288,75,17,Storm,36,5884,36,Low,0,0,1,3,Monitor
3246,12766,Rajdhani,BBS,Bhubaneswar,SBC,KSR Bengaluru City,2026-01-27,08:15,30,At Risk,Weather,1547,62,7,Heatwave,19,7145,37,Low,0,1,0,34,Monitor
3247,12005,Jan Shatabdi,SBC,KSR Bengaluru City,SDAH,Sealdah,2026-04-10,05:00,0,Completed,No Delay,948,91,7,Clear,44,3956,28,Low,1,1,0,10,Monitor
3248,14183,Garib Rath,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-07-03,14:15,0,On Time,No Delay,1176,100,8,Clear,19,5488,29,Low,0,1,0,3,Monitor
3249,12829,Duronto,CSTM,Mumbai CSMT,SBC,KSR Bengaluru City,2026-04-11,20:15,0,On Time,No Delay,1352,87,16,Cloudy,39,6829,26,Low,0,0,0,9,Monitor
3250,13050,Jan Shatabdi,BCT,Mumbai Central,CSTM,Mumbai CSMT,2026-06-09,03:15,0,Completed,No Delay,1099,72,5,Clear,29,3745,24,Low,0,0,1,0,Monitor
3251,12692,Rajdhani,MAS,Chennai Central,NGP,Nagpur Junction,2026-01-19,04:15,0,Completed,No Delay,390,85,2,Fog,43,644,43,Medium,0,0,0,0,Notify station control
3252,12660,Rajdhani,CSTM,Mumbai CSMT,ADI,Ahmedabad Junction,2026-05-07,01:45,0,On Time,No Delay,1613,49,2,Clear,20,8725,19,Low,0,1,0,0,Monitor
3253,14125,Garib Rath,SDAH,Sealdah,ALD,Prayagraj Junction,2026-02-13,01:15,0,On Time,No Delay,936,85,5,Clear,31,5803,28,Low,0,0,0,7,Monitor
3254,14026,Garib Rath,BBS,Bhubaneswar,ALD,Prayagraj Junction,2026-01-14,19:30,90,Delayed,Weather,1652,57,13,Fog,43,843,64,Medium,1,1,1,89,Notify station control
3255,12314,Rajdhani,LKO,Lucknow Charbagh,MAS,Chennai Central,2026-02-07,08:00,40,Delayed,Platform Change,405,62,16,Clear,36,9369,40,Medium,1,0,1,45,Notify station control
3256,14619,Jan Shatabdi,HWH,Howrah Junction,MAS,Chennai Central,2026-07-11,22:30,10,Delayed,Technical Fault,615,99,18,Clear,34,5616,38,Low,0,1,1,10,Monitor
3257,12165,Superfast,JP,Jaipur Junction,BPL,Bhopal Junction,2026-09-17,17:30,0,On Time,No Delay,867,52,2,Cloudy,26,9700,17,Low,0,0,1,4,Monitor
3258,12999,Garib Rath,KOTA,Kota Junction,ALD,Prayagraj Junction,2026-06-22,20:15,60,At Risk,Platform Change,1367,58,2,Clear,32,6293,46,Medium,0,0,1,64,Notify station control
3259,14374,Sampark Kranti,HWH,Howrah Junction,KOTA,Kota Junction,2026-03-19,07:15,0,On Time,No Delay,1759,58,2,Heatwave,31,8540,19,Low,0,1,0,5,Monitor
3260,14158,Rajdhani,SBC,KSR Bengaluru City,NGP,Nagpur Junction,2026-08-19,20:00,0,On Time,No Delay,1364,76,5,Cloudy,25,4135,27,Low,0,0,0,4,Monitor
3261,13129,Vande Bharat,PUNE,Pune Junction,SDAH,Sealdah,2026-03-05,03:15,0,On Time,No Delay,1730,51,1,Clear,23,1593,20,Low,0,1,0,0,Monitor
3262,13039,Garib Rath,HWH,Howrah Junction,CSTM,Mumbai CSMT,2026-01-22,22:00,0,On Time,No Delay,1721,66,12,Heatwave,14,2687,26,Low,0,1,0,4,Monitor
3263,12201,Express,BPL,Bhopal Junction,GKP,Gorakhpur,2026-07-01,14:15,0,On Time,No Delay,1172,63,16,Heatwave,21,542,25,Low,0,0,0,5,Monitor
3264,12140,Rajdhani,BBS,Bhubaneswar,MAS,Chennai Central,2026-02-15,17:30,0,On Time,No Delay,1562,49,10,Clear,14,4949,18,Low,0,1,0,0,Monitor
3265,12926,Intercity,NGP,Nagpur Junction,SBC,KSR Bengaluru City,2026-07-15,14:30,0,On Time,No Delay,246,93,9,Clear,21,1658,28,Low,1,1,1,8,Monitor
3266,13279,Jan Shatabdi,BPL,Bhopal Junction,JP,Jaipur Junction,2026-04-03,18:00,20,At Risk,Crew Delay,1743,86,5,Clear,15,9616,35,Low,0,1,0,18,Monitor
3267,12109,Garib Rath,PNBE,Patna Junction,BBS,Bhubaneswar,2026-08-18,07:00,0,On Time,No Delay,1141,79,6,Heatwave,29,4042,29,Low,0,0,1,0,Monitor
3268,12821,Superfast,JP,Jaipur Junction,NGP,Nagpur Junction,2026-08-07,04:15,18,At Risk,Weather,1475,72,7,Clear,33,7032,36,Low,0,0,1,26,Monitor
3269,12876,Duronto,BBS,Bhubaneswar,MAS,Chennai Central,2026-06-13,18:15,10,Delayed,Technical Fault,806,100,3,Clear,30,6901,38,Low,1,1,0,14,Monitor
3270,13104,Superfast,VSKP,Visakhapatnam,ADI,Ahmedabad Junction,2026-05-08,20:00,75,At Risk,Late Incoming Train,523,65,13,Cloudy,16,7336,55,Medium,0,0,1,73,Notify station control
3271,14407,Duronto,SDAH,Sealdah,CNB,Kanpur Central,2026-03-09,03:30,0,On Time,No Delay,350,66,14,Clear,15,5210,27,Low,0,0,0,4,Monitor
3272,13049,Duronto,SDAH,Sealdah,VSKP,Visakhapatnam,2026-08-13,12:00,60,Delayed,Platform Change,788,69,8,Clear,14,743,47,Medium,0,0,1,60,Notify station control
3273,12228,Sampark Kranti,CNB,Kanpur Central,SBC,KSR Bengaluru City,2026-03-09,05:45,20,At Risk,Maintenance Work,950,58,8,Cloudy,29,8039,32,Low,0,0,0,30,Monitor
3274,12223,Jan Shatabdi,PNBE,Patna Junction,JP,Jaipur Junction,2026-09-15,14:30,75,Delayed,Weather,453,92,17,Heavy Rain,18,7290,67,High,0,1,1,75,Reallocate platform and crew
3275,14540,Rajdhani,PNBE,Patna Junction,CSTM,Mumbai CSMT,2026-08-27,06:15,0,On Time,No Delay,543,83,3,Cloudy,37,475,27,Low,1,0,1,0,Monitor
3276,13265,Garib Rath,LKO,Lucknow Charbagh,ALD,Prayagraj Junction,2026-06-03,05:00,5,Delayed,Technical Fault,745,64,15,Clear,16,6643,24,Low,0,0,1,12,Monitor
3277,12346,Duronto,LKO,Lucknow Charbagh,ADI,Ahmedabad Junction,2026-03-22,07:15,120,Delayed,Weather,1131,76,14,Cloudy,44,9823,71,High,0,0,1,119,Reallocate platform and crew
3278,14204,Intercity,BPL,Bhopal Junction,SDAH,Sealdah,2026-04-11,09:15,0,On Time,No Delay,1326,74,3,Clear,20,8036,27,Low,0,0,0,5,Monitor
3279,12576,Rajdhani,CNB,Kanpur Central,CSTM,Mumbai CSMT,2026-01-02,08:30,0,On Time,No Delay,1338,80,18,Cloudy,25,6261,24,Low,0,0,0,4,Monitor
3280,13283,Intercity,CSTM,Mumbai CSMT,NDLS,New Delhi,2026-06-17,20:15,5,At Risk,Late Incoming Train,270,66,11,Clear,32,2862,28,Low,0,0,0,8,Monitor
3281,13163,Rajdhani,MAS,Chennai Central,SDAH,Sealdah,2026-05-20,16:45,0,On Time,No Delay,1291,75,2,Clear,19,9130,28,Low,1,0,0,0,Monitor
3282,14585,Shatabdi,CNB,Kanpur Central,VSKP,Visakhapatnam,2026-06-08,17:15,120,At Risk,Congestion,708,60,18,Cloudy,36,3380,67,High,0,0,1,117,Reallocate platform and crew
3283,13298,Garib Rath,PUNE,Pune Junction,NGP,Nagpur Junction,2026-06-26,12:45,0,On Time,No Delay,1135,72,8,Clear,23,2621,25,Low,1,0,0,9,Monitor
3284,13045,Intercity,CSTM,Mumbai CSMT,SDAH,Sealdah,2026-07-14,00:00,10,Delayed,Signal Failure,1401,65,13,Heatwave,23,1242,27,Low,1,0,1,19,Monitor
3285,12587,Sampark Kranti,BBS,Bhubaneswar,GKP,Gorakhpur,2026-08-24,22:15,0,On Time,No Delay,762,75,1,Clear,28,5090,27,Low,0,0,1,0,Monitor
3286,12015,Sampark Kranti,BBS,Bhubaneswar,SBC,KSR Bengaluru City,2026-05-28,11:45,999,Cancelled,Weather,989,59,12,Cloudy,39,2798,100,Critical,0,0,1,999,Escalate to operations command
3287,14589,Jan Shatabdi,LKO,Lucknow Charbagh,GKP,Gorakhpur,2026-02-27,09:30,20,Delayed,Weather,1331,72,8,Heavy Rain,36,9433,41,Medium,1,0,0,27,Notify station control
3288,13145,Express,VSKP,Visakhapatnam,KOTA,Kota Junction,2026-06-14,02:15,0,On Time,No Delay,881,88,14,Fog,36,542,43,Medium,0,0,0,10,Notify station control
3289,12721,Express,NDLS,New Delhi,MAS,Chennai Central,2026-09-15,21:45,60,At Risk,Track Obstruction,987,69,10,Clear,38,8481,45,Medium,1,0,1,69,Notify station control
3290,14038,Express,CNB,Kanpur Central,KOTA,Kota Junction,2026-02-21,18:45,0,On Time,No Delay,344,50,16,Heavy Rain,25,4018,30,Low,1,0,1,0,Monitor
3291,12263,Superfast,CNB,Kanpur Central,HWH,Howrah Junction,2026-07-20,13:45,0,On Time,No Delay,759,78,2,Clear,18,2231,23,Low,0,0,0,0,Monitor
3292,14165,Vande Bharat,BBS,Bhubaneswar,MAS,Chennai Central,2026-09-06,09:15,0,On Time,No Delay,544,71,13,Heavy Rain,43,3707,38,Low,0,0,1,1,Monitor
3293,14310,Duronto,NGP,Nagpur Junction,KOTA,Kota Junction,2026-02-21,09:45,999,Cancelled,Late Incoming Train,1589,69,15,Clear,17,6369,100,Critical,1,1,1,999,Escalate to operations command
3294,12580,Jan Shatabdi,NDLS,New Delhi,HWH,Howrah Junction,2026-07-01,15:00,0,On Time,No Delay,1382,70,9,Rain,35,6145,23,Low,0,0,0,0,Monitor
3295,12056,Intercity,CNB,Kanpur Central,BCT,Mumbai Central,2026-03-05,04:15,0,On Time,No Delay,859,79,9,Clear,24,6435,28,Low,1,0,0,7,Monitor
3296,13245,Sampark Kranti,BCT,Mumbai Central,NDLS,New Delhi,2026-04-10,04:00,999,Cancelled,Track Obstruction,788,73,9,Clear,18,1220,100,Critical,0,0,1,999,Escalate to operations command
3297,14123,Shatabdi,BPL,Bhopal Junction,GKP,Gorakhpur,2026-03-04,02:45,0,Completed,No Delay,1663,59,16,Clear,34,750,24,Low,0,1,1,0,Monitor
3298,12431,Rajdhani,BBS,Bhubaneswar,HWH,Howrah Junction,2026-02-14,21:45,0,On Time,No Delay,1219,83,8,Rain,42,6808,32,Low,1,0,0,6,Monitor
3299,12329,Intercity,CNB,Kanpur Central,GKP,Gorakhpur,2026-07-27,07:30,18,At Risk,Technical Fault,258,47,1,Clear,18,1946,24,Low,0,0,0,13,Monitor
3300,12638,Jan Shatabdi,BBS,Bhubaneswar,GKP,Gorakhpur,2026-04-10,09:30,30,Delayed,Late Incoming Train,477,67,9,Clear,36,7573,34,Low,0,0,0,25,Monitor
3301,13149,Intercity,HWH,Howrah Junction,BBS,Bhubaneswar,2026-08-26,12:00,10,At Risk,Weather,560,83,8,Fog,32,264,46,Medium,0,0,0,16,Notify station control
3302,12414,Intercity,BCT,Mumbai Central,PUNE,Pune Junction,2026-06-22,02:00,0,On Time,No Delay,1626,80,1,Heavy Rain,31,7829,37,Low,0,1,0,7,Monitor
3303,14369,Vande Bharat,KOTA,Kota Junction,PUNE,Pune Junction,2026-04-01,08:15,0,Completed,No Delay,217,73,3,Clear,26,8002,29,Low,1,0,0,0,Monitor
3304,14447,Sampark Kranti,BCT,Mumbai Central,HWH,Howrah Junction,2026-07-16,05:15,0,On Time,No Delay,1159,96,8,Clear,17,1581,34,Low,0,1,0,9,Monitor
3305,12566,Intercity,ADI,Ahmedabad Junction,HWH,Howrah Junction,2026-03-06,08:15,0,Completed,No Delay,1612,76,10,Rain,17,1194,23,Low,1,1,0,6,Monitor
3306,12804,Intercity,ADI,Ahmedabad Junction,JP,Jaipur Junction,2026-09-13,02:15,10,Delayed,Weather,1600,100,5,Fog,18,133,50,Medium,0,1,0,20,Notify station control
3307,13144,Sampark Kranti,ALD,Prayagraj Junction,MAS,Chennai Central,2026-09-06,01:00,0,On Time,No Delay,332,82,6,Clear,22,6035,27,Low,0,0,0,0,Monitor
3308,12358,Jan Shatabdi,ALD,Prayagraj Junction,NGP,Nagpur Junction,2026-03-09,04:00,0,On Time,No Delay,407,53,7,Cloudy,24,3969,21,Low,0,0,0,4,Monitor
3309,12196,Vande Bharat,CNB,Kanpur Central,BBS,Bhubaneswar,2026-09-25,02:00,45,Delayed,Congestion,1159,99,16,Cloudy,40,9725,46,Medium,0,1,1,40,Notify station control
3310,12284,Vande Bharat,VSKP,Visakhapatnam,SDAH,Sealdah,2026-01-05,04:30,18,Delayed,Track Obstruction,964,79,16,Rain,16,6628,36,Low,0,0,1,28,Monitor
3311,12554,Duronto,CSTM,Mumbai CSMT,BCT,Mumbai Central,2026-04-18,08:00,0,On Time,No Delay,207,48,1,Cloudy,38,9781,16,Low,0,0,0,4,Monitor
3312,12287,Shatabdi,LKO,Lucknow Charbagh,PUNE,Pune Junction,2026-09-15,14:00,18,At Risk,Maintenance Work,653,67,3,Clear,21,9935,31,Low,1,0,0,17,Monitor
3313,12919,Vande Bharat,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-03-23,14:45,60,Delayed,Signal Failure,1698,73,16,Cloudy,40,7818,50,Medium,0,1,1,68,Notify station control
3314,14348,Duronto,BCT,Mumbai Central,BBS,Bhubaneswar,2026-02-28,22:45,0,On Time,No Delay,1753,74,3,Fog,20,616,37,Low,0,1,0,4,Monitor
3315,14487,Superfast,ADI,Ahmedabad Junction,JP,Jaipur Junction,2026-09-21,16:30,12,At Risk,Weather,697,74,8,Heavy Rain,20,4563,41,Medium,0,0,0,8,Notify station control
3316,12068,Jan Shatabdi,LKO,Lucknow Charbagh,CSTM,Mumbai CSMT,2026-07-10,21:45,12,Delayed,Signal Failure,1251,84,15,Clear,22,9072,32,Low,0,0,0,14,Monitor
3317,14188,Duronto,NDLS,New Delhi,GKP,Gorakhpur,2026-04-05,08:45,40,At Risk,Maintenance Work,1200,58,18,Clear,17,7671,40,Medium,0,0,0,48,Notify station control
3318,12302,Shatabdi,PNBE,Patna Junction,CSTM,Mumbai CSMT,2026-09-23,02:30,15,At Risk,Late Incoming Train,1345,100,16,Clear,22,4968,38,Low,0,1,1,16,Monitor
3319,12979,Shatabdi,CSTM,Mumbai CSMT,NGP,Nagpur Junction,2026-07-23,13:00,5,At Risk,Weather,749,65,13,Cloudy,23,9735,30,Low,0,0,0,5,Monitor
3320,12362,Garib Rath,KOTA,Kota Junction,NDLS,New Delhi,2026-01-13,22:30,35,At Risk,Congestion,510,93,9,Clear,41,7002,48,Medium,0,1,0,44,Notify station control
3321,14504,Jan Shatabdi,BBS,Bhubaneswar,SBC,KSR Bengaluru City,2026-02-23,13:30,20,Delayed,Late Incoming Train,597,82,7,Clear,24,6219,32,Low,0,0,0,22,Monitor
3322,12432,Duronto,ADI,Ahmedabad Junction,SBC,KSR Bengaluru City,2026-08-26,15:45,0,On Time,No Delay,898,86,12,Cloudy,17,7155,31,Low,1,0,0,10,Monitor
3323,12930,Sampark Kranti,MAS,Chennai Central,BCT,Mumbai Central,2026-06-14,09:30,0,Completed,No Delay,1208,53,5,Fog,28,193,36,Low,1,0,1,7,Monitor
3324,14621,Jan Shatabdi,CNB,Kanpur Central,SBC,KSR Bengaluru City,2026-05-01,13:45,0,On Time,No Delay,725,74,16,Fog,27,692,38,Low,0,0,0,4,Monitor
3325,12920,Superfast,PNBE,Patna Junction,KOTA,Kota Junction,2026-04-19,17:15,0,On Time,No Delay,992,74,18,Cloudy,14,1503,23,Low,0,0,0,10,Monitor
3326,12189,Rajdhani,NDLS,New Delhi,SBC,KSR Bengaluru City,2026-07-24,01:00,75,At Risk,Congestion,1096,75,6,Cloudy,35,3625,55,Medium,0,0,1,83,Notify station control
3327,12275,Shatabdi,ALD,Prayagraj Junction,NGP,Nagpur Junction,2026-06-24,02:30,999,Cancelled,Platform Change,1566,75,14,Heatwave,32,5749,100,Critical,0,1,1,999,Escalate to operations command
3328,14263,Vande Bharat,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-07-08,05:15,0,On Time,No Delay,427,81,17,Clear,39,8965,26,Low,0,0,0,9,Monitor
3329,13153,Vande Bharat,PNBE,Patna Junction,LKO,Lucknow Charbagh,2026-09-06,17:00,25,At Risk,Signal Failure,556,77,3,Clear,29,9700,38,Low,0,0,0,24,Monitor
3330,13010,Rajdhani,PUNE,Pune Junction,NDLS,New Delhi,2026-01-23,10:45,0,On Time,No Delay,216,84,12,Clear,42,8835,25,Low,0,0,1,3,Monitor
3331,12605,Sampark Kranti,SDAH,Sealdah,ADI,Ahmedabad Junction,2026-07-26,08:30,0,On Time,No Delay,1629,90,17,Cloudy,30,5817,33,Low,0,1,0,3,Monitor
3332,14642,Garib Rath,PNBE,Patna Junction,SDAH,Sealdah,2026-05-15,03:45,0,On Time,No Delay,1156,72,7,Clear,21,3898,21,Low,0,0,0,0,Monitor
3333,12737,Duronto,BPL,Bhopal Junction,SDAH,Sealdah,2026-02-03,04:30,0,On Time,No Delay,275,100,17,Rain,39,1760,34,Low,0,1,0,4,Monitor
3334,14285,Jan Shatabdi,SDAH,Sealdah,BCT,Mumbai Central,2026-04-15,01:45,0,On Time,No Delay,1524,72,10,Cloudy,17,5270,25,Low,0,1,1,6,Monitor
3335,12782,Express,BCT,Mumbai Central,JP,Jaipur Junction,2026-07-24,05:15,0,On Time,No Delay,1621,68,12,Heatwave,44,4222,29,Low,0,1,0,5,Monitor
3336,12959,Intercity,SDAH,Sealdah,GKP,Gorakhpur,2026-02-20,07:30,0,On Time,No Delay,1177,84,10,Clear,39,9756,24,Low,0,0,1,0,Monitor
3337,13113,Garib Rath,ALD,Prayagraj Junction,HWH,Howrah Junction,2026-01-18,08:45,0,On Time,No Delay,939,51,2,Heavy Rain,15,5392,33,Low,0,0,1,7,Monitor
3338,12886,Garib Rath,GKP,Gorakhpur,CNB,Kanpur Central,2026-05-01,01:00,40,Delayed,Maintenance Work,1126,52,12,Heatwave,25,7319,38,Low,0,0,0,37,Monitor
3339,12579,Rajdhani,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-02-15,04:15,999,Cancelled,Congestion,232,67,9,Cloudy,19,680,100,Critical,0,0,1,999,Escalate to operations command
3340,12929,Garib Rath,BCT,Mumbai Central,KOTA,Kota Junction,2026-09-16,06:30,0,On Time,No Delay,461,76,10,Clear,44,1686,29,Low,0,0,1,6,Monitor
3341,14120,Vande Bharat,HWH,Howrah Junction,ADI,Ahmedabad Junction,2026-08-17,18:30,0,On Time,No Delay,642,73,7,Rain,26,1425,26,Low,0,0,0,9,Monitor
3342,12542,Jan Shatabdi,SBC,KSR Bengaluru City,BPL,Bhopal Junction,2026-02-10,07:45,0,On Time,No Delay,832,82,11,Clear,34,9647,27,Low,0,0,0,0,Monitor
3343,12771,Express,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-02-10,09:15,0,On Time,No Delay,184,93,18,Clear,38,6925,33,Low,0,1,0,0,Monitor
3344,14587,Intercity,CNB,Kanpur Central,BCT,Mumbai Central,2026-09-18,00:45,25,Delayed,Weather,1612,74,16,Heavy Rain,32,1098,44,Medium,0,1,0,30,Notify station control
3345,13067,Garib Rath,SBC,KSR Bengaluru City,KOTA,Kota Junction,2026-05-16,13:00,0,On Time,No Delay,1465,65,6,Clear,43,6672,23,Low,0,0,0,2,Monitor
3346,13151,Jan Shatabdi,KOTA,Kota Junction,ALD,Prayagraj Junction,2026-03-15,11:30,0,On Time,No Delay,907,97,4,Clear,40,8915,30,Low,0,1,0,3,Monitor
3347,12116,Garib Rath,ADI,Ahmedabad Junction,PNBE,Patna Junction,2026-03-04,03:00,0,On Time,No Delay,875,96,14,Heatwave,32,4308,31,Low,0,1,0,2,Monitor
3348,12997,Sampark Kranti,ADI,Ahmedabad Junction,BPL,Bhopal Junction,2026-07-28,13:15,35,Delayed,Platform Change,916,78,7,Clear,43,5319,42,Medium,0,0,1,36,Notify station control
3349,14049,Rajdhani,JP,Jaipur Junction,HWH,Howrah Junction,2026-03-26,07:15,0,On Time,No Delay,1100,100,2,Clear,22,6178,31,Low,0,1,1,4,Monitor
3350,12290,Duronto,CSTM,Mumbai CSMT,PUNE,Pune Junction,2026-01-15,23:45,8,Delayed,Track Obstruction,1576,69,2,Cloudy,20,9191,28,Low,0,1,0,18,Monitor
3351,12374,Intercity,ALD,Prayagraj Junction,PNBE,Patna Junction,2026-07-11,01:15,90,Delayed,Platform Change,969,92,17,Heatwave,23,3575,68,High,0,1,1,91,Reallocate platform and crew
3352,12285,Duronto,PUNE,Pune Junction,GKP,Gorakhpur,2026-05-13,19:30,35,Delayed,Signal Failure,401,69,9,Cloudy,15,6197,36,Low,1,0,0,36,Monitor
3353,14337,Vande Bharat,BBS,Bhubaneswar,PUNE,Pune Junction,2026-07-05,00:00,20,Delayed,Weather,932,75,11,Fog,38,317,48,Medium,1,0,0,26,Notify station control
3354,12705,Duronto,SBC,KSR Bengaluru City,MAS,Chennai Central,2026-08-08,16:30,0,On Time,No Delay,1425,73,5,Heatwave,26,9080,30,Low,0,0,0,7,Monitor
3355,13146,Rajdhani,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-07-26,13:15,0,On Time,No Delay,368,91,15,Cloudy,41,6475,34,Low,0,1,0,0,Monitor
3356,12753,Express,JP,Jaipur Junction,LKO,Lucknow Charbagh,2026-02-07,10:45,5,Delayed,Weather,357,45,1,Fog,30,121,29,Low,0,0,0,5,Monitor
3357,14546,Intercity,ADI,Ahmedabad Junction,ALD,Prayagraj Junction,2026-08-06,11:45,0,On Time,No Delay,1186,70,15,Clear,29,9871,21,Low,0,0,0,0,Monitor
3358,12727,Express,CNB,Kanpur Central,NGP,Nagpur Junction,2026-01-06,08:15,0,On Time,No Delay,809,84,18,Clear,31,1515,30,Low,0,0,0,0,Monitor
3359,12458,Express,NDLS,New Delhi,HWH,Howrah Junction,2026-02-04,04:30,0,On Time,No Delay,994,83,12,Clear,38,8014,29,Low,0,0,0,10,Monitor
3360,12512,Express,PNBE,Patna Junction,JP,Jaipur Junction,2026-08-18,23:00,0,Completed,No Delay,1796,75,16,Clear,22,2733,23,Low,0,1,0,3,Monitor
3361,14215,Intercity,SBC,KSR Bengaluru City,VSKP,Visakhapatnam,2026-04-23,16:15,0,On Time,No Delay,783,77,17,Clear,34,9584,28,Low,0,0,1,0,Monitor
3362,12240,Superfast,VSKP,Visakhapatnam,JP,Jaipur Junction,2026-09-06,22:30,45,Delayed,Maintenance Work,669,53,7,Clear,20,1053,39,Low,0,0,0,55,Monitor
3363,14447,Duronto,MAS,Chennai Central,KOTA,Kota Junction,2026-08-09,18:45,35,Delayed,Crew Delay,748,71,13,Cloudy,42,3733,42,Medium,0,0,0,39,Notify station control
3364,12332,Shatabdi,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-06-25,18:30,0,On Time,No Delay,1772,88,12,Clear,18,3010,32,Low,1,1,0,0,Monitor
